Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
CUEN23-1_SAMEA111331333_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331333_ISOG-scaffold_5;CUEN23-1_SAMEA111331333_ISOG-scaffold_5;CUEN23-1_SAMEA111331333_ISOG-scaffold_14;	228267-229526;231679-232741;38280-39329;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331334_ISOG.scaffolds.min200	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331334_ISOG-scaffold_22;CUEN23-1_SAMEA111331334_ISOG-scaffold_22;CUEN23-1_SAMEA111331334_ISOG-scaffold_11;	40804-42048;38593-39771;93936-95600;	1245;1179;1665;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331335_ISOG.scaffolds.min200	-	O18	H7	O18:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O18-6-wzx;O18-11-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331335_ISOG-scaffold_2;CUEN23-1_SAMEA111331335_ISOG-scaffold_2;CUEN23-1_SAMEA111331335_ISOG-scaffold_3;	64703-65950;63456-64644;381870-383627;	1248;1189;1758;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331336_ISOG.scaffolds.min200	-	-	H12	-:H12	-	Based on 1 allele(s)	fliC:1;	H12-11-fliC;	99.944;	100;	CUEN23-1_SAMEA111331336_ISOG-scaffold_7;	37722-39509;	1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331337_ISOG.scaffolds.min200	-	O13/O135	H4	O13/O135:H4	-	Based on 3 allele(s)	wzx:0.998;wzy:0.999;fliC:1;	O13-1-wzx-origin;O13-2-wzy-origin;H4-2-fliC-origin;	99.841;99.913;100;	100;100;100;	CUEN23-1_SAMEA111331337_ISOG-scaffold_1;CUEN23-1_SAMEA111331337_ISOG-scaffold_1;CUEN23-1_SAMEA111331337_ISOG-scaffold_1;	347323-348579;350418-351566;514225-515274;	1257;1149;1050;	v1.0 (11-03-2020)	High similarity O-antigen group 10:O13/O129/O135 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331338_ISOG.scaffolds.min200	-	O6	H31	O6:H31	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-26-wzy;H31-2-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331338_ISOG-scaffold_3;CUEN23-1_SAMEA111331338_ISOG-scaffold_3;CUEN23-1_SAMEA111331338_ISOG-scaffold_2;	432737-433993;433993-435336;190759-192426;	1257;1344;1668;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331339_ISOG.scaffolds.min200	-	O15	H1	O15:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H1-11-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331339_ISOG-scaffold_1;CUEN23-1_SAMEA111331339_ISOG-scaffold_1;CUEN23-1_SAMEA111331339_ISOG-scaffold_7;	435191-436435;437468-438646;71756-73543;	1245;1179;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331340_ISOG.scaffolds.min200	-	-	H21	-:H21	-	Based on 1 allele(s)	fliC:1;	H21-2-fliC-origin;	99.932;	100;	CUEN23-1_SAMEA111331340_ISOG-scaffold_1;	75300-76775;	1476;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331341_ISOG.scaffolds.min200	-	O78	H4	O78:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O78-1-wzx-origin;O78-2-wzy-origin;H4-2-fliC-origin;	100;100;99.905;	100;100;100;	CUEN23-1_SAMEA111331341_ISOG-scaffold_10;CUEN23-1_SAMEA111331341_ISOG-scaffold_10;CUEN23-1_SAMEA111331341_ISOG-scaffold_2;	184324-185739;180476-181597;347619-348668;	1416;1122;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331342_ISOG.scaffolds.min200	-	O113	H4	O113:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O113-3-wzx;O113-5-wzy;H4-2-fliC-origin;	99.93;100;100;	100;100;100;	CUEN23-1_SAMEA111331342_ISOG-scaffold_20;CUEN23-1_SAMEA111331342_ISOG-scaffold_20;CUEN23-1_SAMEA111331342_ISOG-scaffold_1;	31272-32693;29147-30334;33078-34127;	1422;1188;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331343_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331343_ISOG-scaffold_4;CUEN23-1_SAMEA111331343_ISOG-scaffold_4;CUEN23-1_SAMEA111331343_ISOG-scaffold_1;	400615-401871;401871-403214;392341-394128;	1257;1344;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331344_ISOG.scaffolds.min200	-	O11	H25	O11:H25	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O11-4-wzx;O11-5-wzy;H25-14-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331344_ISOG-scaffold_10;CUEN23-1_SAMEA111331344_ISOG-scaffold_10;CUEN23-1_SAMEA111331344_ISOG-scaffold_20;	47641-48876;45675-46910;41188-42507;	1236;1236;1320;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331345_ISOG.scaffolds.min200	-	O89	H9	O89:H9	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;	94.103;93.625;99.95;	100;100;100;	CUEN23-1_SAMEA111331345_ISOG-scaffold_38;CUEN23-1_SAMEA111331345_ISOG-scaffold_38;CUEN23-1_SAMEA111331345_ISOG-scaffold_1;	5664-6443;6450-7202;53524-55536;	780;753;2013;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331346_ISOG.scaffolds.min200	-	O5	H4	O5:H4	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O5-1-wzx-origin;O5-2-wzy-origin;H4-2-fliC-origin;	100;99.924;100;	100;100;100;	CUEN23-1_SAMEA111331346_ISOG-scaffold_17;CUEN23-1_SAMEA111331346_ISOG-scaffold_17;CUEN23-1_SAMEA111331346_ISOG-scaffold_4;	4276-5532;5533-6849;30075-31124;	1257;1317;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331347_ISOG.scaffolds.min200	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331347_ISOG-scaffold_6;CUEN23-1_SAMEA111331347_ISOG-scaffold_6;CUEN23-1_SAMEA111331347_ISOG-scaffold_15;	242634-243878;244911-246089;90002-91666;	1245;1179;1665;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331348_ISOG.scaffolds.min200	-	O78	H9	O78:H9	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O78-1-wzx-origin;O78-2-wzy-origin;H9-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331348_ISOG-scaffold_3;CUEN23-1_SAMEA111331348_ISOG-scaffold_3;CUEN23-1_SAMEA111331348_ISOG-scaffold_1;	363007-364422;359159-360280;92065-94077;	1416;1122;2013;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331349_ISOG.scaffolds.min200	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;	100;99.915;100;	100;100;100;	CUEN23-1_SAMEA111331349_ISOG-scaffold_1;CUEN23-1_SAMEA111331349_ISOG-scaffold_1;CUEN23-1_SAMEA111331349_ISOG-scaffold_12;	402597-403841;404874-406052;89642-91306;	1245;1179;1665;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331350_ISOG.scaffolds.min200	-	O2	H18	O2:H18	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:0.97;	O2-7-wzx;O2-16-wzy;H18-2-fliC;	99.921;100;97.187;	100;100;100;	CUEN23-1_SAMEA111331350_ISOG-scaffold_1;CUEN23-1_SAMEA111331350_ISOG-scaffold_1;CUEN23-1_SAMEA111331350_ISOG-scaffold_8;	39237-40499;36563-37525;64408-66078;	1263;963;1671;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331351_ISOG.scaffolds.min200	-	O16	H5	O16:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331351_ISOG-scaffold_21;CUEN23-1_SAMEA111331351_ISOG-scaffold_21;CUEN23-1_SAMEA111331351_ISOG-scaffold_11;	27324-28571;25047-26213;75248-76557;	1248;1167;1310;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331352_ISOG.scaffolds.min200	-	O4	H5	O4:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O4-1-wzx-origin;O4-2-wzy-origin;H5-2-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331352_ISOG-scaffold_3;CUEN23-1_SAMEA111331352_ISOG-scaffold_3;CUEN23-1_SAMEA111331352_ISOG-scaffold_1;	70928-72166;68845-70032;728365-729675;	1239;1188;1311;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331353_ISOG.scaffolds.min200	-	O75	H7	O75:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O75-4-wzx;O75-11-wzy;H7-4-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331353_ISOG-scaffold_1;CUEN23-1_SAMEA111331353_ISOG-scaffold_1;CUEN23-1_SAMEA111331353_ISOG-scaffold_2;	27673-29205;34104-35177;139143-140900;	1533;1074;1758;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331354_ISOG.scaffolds.min200	-	-	H5	-:H5	-	Based on 1 allele(s)	fliC:1;	H5-7-fliC;	100;	100;	CUEN23-1_SAMEA111331354_ISOG-scaffold_1;	575997-577306;	1310;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331355_ISOG.scaffolds.min200	-	-	H20	-:H20	-	Based on 1 allele(s)	fliC:0.99;	H20-1-fliC-origin;	99.48;	100;	CUEN23-1_SAMEA111331355_ISOG-scaffold_13;	58873-60594;	1731;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331356_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331356_ISOG-scaffold_19;CUEN23-1_SAMEA111331356_ISOG-scaffold_19;CUEN23-1_SAMEA111331356_ISOG-scaffold_16;	89737-90996;93149-94211;108493-109542;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331357_ISOG.scaffolds.min200	-	O43	H2	O43:H2	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O43-1-wzx-origin;O43-2-wzy-origin;H2-16-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331357_ISOG-scaffold_1;CUEN23-1_SAMEA111331357_ISOG-scaffold_1;CUEN23-1_SAMEA111331357_ISOG-scaffold_10;	58415-59728;54873-56084;150335-151828;	1314;1212;1494;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331358_ISOG.scaffolds.min200	-	O77/O17/O44/O106	H18	O77/O17/O44/O106:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H18-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331358_ISOG-scaffold_1;CUEN23-1_SAMEA111331358_ISOG-scaffold_1;CUEN23-1_SAMEA111331358_ISOG-scaffold_1;	1790-3025;417-1748;168533-170197;	1236;1332;1665;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331359_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;99.666;	100;100;100;	CUEN23-1_SAMEA111331359_ISOG-scaffold_2;CUEN23-1_SAMEA111331359_ISOG-scaffold_2;CUEN23-1_SAMEA111331359_ISOG-scaffold_1;	37079-38335;35736-37079;388457-390250;	1257;1344;1794;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331360_ISOG.scaffolds.min200	-	O2	H6	O2:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-15-wzy;H6-4-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331360_ISOG-scaffold_4;CUEN23-1_SAMEA111331360_ISOG-scaffold_4;CUEN23-1_SAMEA111331360_ISOG-scaffold_1;	389435-390697;392409-393371;124673-126319;	1263;963;1647;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331361_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331361_ISOG-scaffold_2;CUEN23-1_SAMEA111331361_ISOG-scaffold_2;CUEN23-1_SAMEA111331361_ISOG-scaffold_6;	365319-366575;366575-367918;83853-85640;	1257;1344;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331362_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111331362_ISOG-scaffold_4;CUEN23-1_SAMEA111331362_ISOG-scaffold_4;CUEN23-1_SAMEA111331362_ISOG-scaffold_18;	262388-263647;265800-266862;38280-39329;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331363_ISOG.scaffolds.min200	-	O25	H1	O25:H1	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O25-3-wzx;O25-5-wzy;H1-1-fliC-origin;	100;99.906;100;	100;100;100;	CUEN23-1_SAMEA111331363_ISOG-scaffold_2;CUEN23-1_SAMEA111331363_ISOG-scaffold_2;CUEN23-1_SAMEA111331363_ISOG-scaffold_3;	437724-438984;441141-442202;369013-370800;	1261;1063;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331364_ISOG.scaffolds.min200	-	O166	H45	O166:H45	-	Based on 3 allele(s)	wzx:1;wzy:0.997;fliC:1;	O166-1-wzx-origin;O166-4-wzy;H45-1-fliC-origin;	100;99.721;99.883;	100;100;100;	CUEN23-1_SAMEA111331364_ISOG-scaffold_1;CUEN23-1_SAMEA111331364_ISOG-scaffold_1;CUEN23-1_SAMEA111331364_ISOG-scaffold_13;	75915-77168;73951-75024;34124-35830;	1254;1074;1707;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331365_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331365_ISOG-scaffold_2;CUEN23-1_SAMEA111331365_ISOG-scaffold_2;CUEN23-1_SAMEA111331365_ISOG-scaffold_1;	400730-401986;401986-403329;189985-191772;	1257;1344;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331366_ISOG.scaffolds.min200	-	O175	H16	O175:H16	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O175-4-wzx;O175-7-wzy;H16-25-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331366_ISOG-scaffold_1;CUEN23-1_SAMEA111331366_ISOG-scaffold_1;CUEN23-1_SAMEA111331366_ISOG-scaffold_1;	391350-392756;383166-384296;493379-494953;	1407;1131;1575;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331367_ISOG.scaffolds.min200	-	O8	H28	O8:H28	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O8-16-wzm;O8-32-wzt;H28-2-fliC-origin;	100;100;99.943;	100;100;100;	CUEN23-1_SAMEA111331367_ISOG-scaffold_26;CUEN23-1_SAMEA111331367_ISOG-scaffold_26;CUEN23-1_SAMEA111331367_ISOG-scaffold_12;	3479-4273;4273-5487;46878-48617;	795;1215;1740;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331368_ISOG.scaffolds.min200	-	O25	H5	O25:H5	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O25-3-wzx;O25-5-wzy;H5-7-fliC;	99.921;100;100;	100;100;100;	CUEN23-1_SAMEA111331368_ISOG-scaffold_12;CUEN23-1_SAMEA111331368_ISOG-scaffold_12;CUEN23-1_SAMEA111331368_ISOG-scaffold_19;	51133-52393;47914-48976;53315-54624;	1261;1063;1310;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331369_ISOG.scaffolds.min200	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331369_ISOG-scaffold_1;CUEN23-1_SAMEA111331369_ISOG-scaffold_1;CUEN23-1_SAMEA111331369_ISOG-scaffold_11;	34697-35941;32486-33664;90538-92202;	1245;1179;1665;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331370_ISOG.scaffolds.min200	-	O166	H15	O166:H15	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O166-3-wzx;O166-4-wzy;H15-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331370_ISOG-scaffold_10;CUEN23-1_SAMEA111331370_ISOG-scaffold_10;CUEN23-1_SAMEA111331370_ISOG-scaffold_24;	91696-92949;93840-94913;7024-8712;	1254;1074;1689;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331371_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331371_ISOG-scaffold_2;CUEN23-1_SAMEA111331371_ISOG-scaffold_2;CUEN23-1_SAMEA111331371_ISOG-scaffold_1;	31853-33109;30510-31853;189985-191772;	1257;1344;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331372_ISOG.scaffolds.min200	-	O77/O17/O44/O106	H18	O77/O17/O44/O106:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H18-1-fliC-origin;	100;100;99.94;	100;100;100;	CUEN23-1_SAMEA111331372_ISOG-scaffold_2;CUEN23-1_SAMEA111331372_ISOG-scaffold_2;CUEN23-1_SAMEA111331372_ISOG-scaffold_17;	398485-399720;397112-398443;93795-95459;	1236;1332;1665;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331373_ISOG.scaffolds.min200	-	O16	H5	O16:H5	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;	99.92;100;100;	100;100;100;	CUEN23-1_SAMEA111331373_ISOG-scaffold_35;CUEN23-1_SAMEA111331373_ISOG-scaffold_35;CUEN23-1_SAMEA111331373_ISOG-scaffold_12;	1377-2624;3735-4901;75248-76557;	1248;1167;1310;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331374_ISOG.scaffolds.min200	-	O15	H1	O15:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H1-11-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331374_ISOG-scaffold_24;CUEN23-1_SAMEA111331374_ISOG-scaffold_24;CUEN23-1_SAMEA111331374_ISOG-scaffold_14;	40745-41989;43022-44200;93930-95717;	1245;1179;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331375_ISOG.scaffolds.min200	-	O16	H5	O16:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331375_ISOG-scaffold_22;CUEN23-1_SAMEA111331375_ISOG-scaffold_22;CUEN23-1_SAMEA111331375_ISOG-scaffold_1;	35879-37126;38237-39403;373869-375178;	1248;1167;1310;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331376_ISOG.scaffolds.min200	-	O11	H25	O11:H25	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O11-4-wzx;O11-5-wzy;H25-14-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331376_ISOG-scaffold_11;CUEN23-1_SAMEA111331376_ISOG-scaffold_11;CUEN23-1_SAMEA111331376_ISOG-scaffold_10;	128678-129913;130644-131879;55979-57298;	1236;1236;1320;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331377_ISOG.scaffolds.min200	-	O6	H31	O6:H31	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-26-wzy;H31-2-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331377_ISOG-scaffold_3;CUEN23-1_SAMEA111331377_ISOG-scaffold_3;CUEN23-1_SAMEA111331377_ISOG-scaffold_1;	392325-393581;393581-394924;389539-391206;	1257;1344;1668;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331378_ISOG.scaffolds.min200	-	O6	H31	O6:H31	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-26-wzy;H31-2-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331378_ISOG-scaffold_2;CUEN23-1_SAMEA111331378_ISOG-scaffold_2;CUEN23-1_SAMEA111331378_ISOG-scaffold_1;	392570-393826;393826-395169;151483-153150;	1257;1344;1668;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331379_ISOG.scaffolds.min200	-	O13/O135	H4	O13/O135:H4	-	Based on 3 allele(s)	wzx:0.998;wzy:0.999;fliC:1;	O13-1-wzx-origin;O13-2-wzy-origin;H4-2-fliC-origin;	99.841;99.913;100;	100;100;100;	CUEN23-1_SAMEA111331379_ISOG-scaffold_11;CUEN23-1_SAMEA111331379_ISOG-scaffold_11;CUEN23-1_SAMEA111331379_ISOG-scaffold_2;	145936-147192;142949-144097;402252-403301;	1257;1149;1050;	v1.0 (11-03-2020)	High similarity O-antigen group 10:O13/O129/O135 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331380_ISOG.scaffolds.min200	-	O2/O50	H4	O2/O50:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-1-wzx-origin;O2-2-wzy-origin;H4-2-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331380_ISOG-scaffold_2;CUEN23-1_SAMEA111331380_ISOG-scaffold_2;CUEN23-1_SAMEA111331380_ISOG-scaffold_1;	49432-50694;46757-47719;73129-74178;	1263;963;1050;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111331381_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331381_ISOG-scaffold_1;CUEN23-1_SAMEA111331381_ISOG-scaffold_1;CUEN23-1_SAMEA111331381_ISOG-scaffold_8;	36807-38063;35464-36807;195686-197473;	1257;1344;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331382_ISOG.scaffolds.min200	-	O4	H5	O4:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O4-1-wzx-origin;O4-2-wzy-origin;H5-2-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111331382_ISOG-scaffold_4;CUEN23-1_SAMEA111331382_ISOG-scaffold_4;CUEN23-1_SAMEA111331382_ISOG-scaffold_1;	12462-13700;10379-11566;124656-125966;	1239;1188;1311;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331383_ISOG.scaffolds.min200	-	O185	H28	O185:H28	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O185-3-wzx;O185-4-wzy;H28-2-fliC-origin;	100;99.927;100;	100;100;100;	CUEN23-1_SAMEA111331383_ISOG-scaffold_2;CUEN23-1_SAMEA111331383_ISOG-scaffold_2;CUEN23-1_SAMEA111331383_ISOG-scaffold_13;	81359-82792;83684-85054;7290-9029;	1434;1371;1740;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331384_ISOG.scaffolds.min200	-	O75	H5	O75:H5	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O75-4-wzx;O75-11-wzy;H5-6-fliC;	99.935;100;100;	100;100;100;	CUEN23-1_SAMEA111331384_ISOG-scaffold_1;CUEN23-1_SAMEA111331384_ISOG-scaffold_1;CUEN23-1_SAMEA111331384_ISOG-scaffold_1;	163180-164712;157208-158281;331766-333075;	1533;1074;1310;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111331385_ISOG.scaffolds.min200	-	O75	H5	O75:H5	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O75-4-wzx;O75-11-wzy;H5-6-fliC;	99.935;100;100;	100;100;100;	CUEN23-1_SAMEA111331385_ISOG-scaffold_2;CUEN23-1_SAMEA111331385_ISOG-scaffold_2;CUEN23-1_SAMEA111331385_ISOG-scaffold_2;	163180-164712;157208-158281;331662-332971;	1533;1074;1310;	v1.0 (11-03-2020)	-
