distance,genome,phylogroup
0.0116661,HMPC19-1_SAMN07521883_MAG_00000007.fa,B1
0.0139988,HMPC19-1_SAMN07521886_MAG_00000017.fa,B2-2
0.00567497,HMPC19-1_SAMN07521892_MAG_00000001.fa,B1
0.0130638,HMPC19-1_SAMN07521894_MAG_00000007.fa,B1
0.0174761,HMPC19-1_SAMN07521899_MAG_00000003.fa,B2-2
0.0168963,HMPC19-1_SAMN07521914_MAG_00000001.fa,A
0.00534606,HMPC19-1_SAMN07521923_MAG_00000005.fa,B1
0.0110444,HMPC19-1_SAMN07521928_MAG_00000002.fa,A
0.0180108,HMPC19-1_SAMN07521935_MAG_00000008.fa,F
0.00826969,HMPC19-1_SAMN07532665_MAG_00000003.fa,A
0.0151872,HMPC19-1_SAMN07532667_MAG_00000006.fa,D3
0.0101041,HMPC19-1_SAMN07532749_MAG_00000022.fa,B2-2
0.00861543,HMPC19-1_SAMN07532758_MAG_00000002.fa,A
0.0224927,HMPC19-1_SAMN07532776_MAG_00000009.fa,E2
0.0188053,HMPC19-1_SAMN07532792_MAG_00000005.fa,B1
0.0101041,HMPC19-1_SAMN07532799_MAG_00000012.fa,B2-2
0.0118927,HMPC19-1_SAMN07532820_MAG_00000003.fa,B2-2
0.00804257,HMPC19-1_SAMN07532835_MAG_00000007.fa,B1
0.0115761,HMPC19-1_SAMN07532839_MAG_00000009.fa,F
0.0115313,HMPC19-1_SAMN07532855_MAG_00000001.fa,F
0.0101041,HMPC19-1_SAMN07532907_MAG_00000006.fa,B2-2
0.00748619,LOOM17-1_SAMN06328417_MAG_00000014.fa,B1
0.00202665,LOOM17-1_SAMN06328418_MAG_00000009.fa,B2-1
0.00669844,LOOM17-1_SAMN06328421_MAG_00000016.fa,B2-1
0.0112201,LOOM17-1_SAMN06328422_MAG_00000003.fa,A
0.00528099,LOOM17-1_SAMN06328424_MAG_00000006.fa,A
0.0034604,LOOM17-1_SAMN06328425_MAG_00000016.fa,D1
0.00590877,LOOM17-1_SAMN06328430_MAG_00000026.fa,B2-1
0.00405685,LOOM17-1_SAMN06328433_MAG_00000029.fa,D2
0.0126347,LOOM17-1_SAMN06328435_MAG_00000036.fa,B2-1
0.0124,LOOM17-1_SAMN06328439_MAG_00000070.fa,B2-2
0.00348975,LOOM17-1_SAMN06328441_MAG_00000007.fa,D1
0.00570819,LOOM17-1_SAMN06328442_MAG_00000024.fa,A
0.00977265,LOOM17-1_SAMN06328443_MAG_00000018.fa,B2-1
0.0110882,LOOM17-1_SAMN06328447_MAG_00000020.fa,A
0.0163866,LOOM17-1_SAMN06328448_MAG_00000008.fa,D3
0.0105688,LOOM17-1_SAMN06328452_MAG_00000005.fa,B2-2
0.0304804,LOOM17-1_SAMN06328453_MAG_00000006.fa,D2
0.0136002,LOOM17-1_SAMN06328454_MAG_00000008.fa,B2-2
0.0111761,LOOM17-1_SAMN06328458_MAG_00000025.fa,A
0.0123068,LOOM17-1_SAMN06328463_MAG_00000016.fa,A
0.0150813,LOOM17-1_SAMN06328465_MAG_00000001.fa,F
0.0121679,LOOM17-1_SAMN06328468_MAG_00000053.fa,B2-2
0.0196919,LOOM17-1_SAMN06328470_MAG_00000018.fa,D2
0.00528099,LOOM17-1_SAMN06328473_MAG_00000007.fa,B2-1
0.00723198,LOOM17-1_SAMN06328479_MAG_00000022.fa,B1
0.0107405,LOOM17-1_SAMN06328483_MAG_00000021.fa,B2-2
0.0108702,LOOM17-1_SAMN06328486_MAG_00000004.fa,B2-1
0.00366686,LOOM17-1_SAMN06328491_MAG_00000025.fa,B2-2
0.0105688,LOOM17-1_SAMN06328493_MAG_00000002.fa,A
0.0106116,LOOM17-1_SAMN06328498_MAG_00000020.fa,B1
0.0154006,LOOM17-1_SAMN06328501_MAG_00000049.fa,B2-2
0.0182524,LOUI16-1_SAMN03922478_MAG_00000028.fa,A
0.0161637,MEHT18-1_SAMN06164391_MAG_00000018.fa,E2
0.0152936,MEHT18-1_SAMN06164392_MAG_00000014.fa,E2
0.0150813,MEHT18-1_SAMN06164393_MAG_00000008.fa,E2
0.0161637,MEHT18-1_SAMN06164394_MAG_00000005.fa,E2
0.00476862,MEHT18-1_SAMN06164453_MAG_00000010.fa,B2-2
0.0111761,MEHT18-1_SAMN06164482_MAG_00000022.fa,B2-2
0.0151872,MEHT18-1_SAMN06164483_MAG_00000008.fa,B2-2
0.0112643,MEHT18-1_SAMN06164484_MAG_00000012.fa,B2-2
0.00985499,MEHT18-1_SAMN06164485_MAG_00000001.fa,B2-2
0.00759618,MEHT18-1_SAMN06164494_MAG_00000001.fa,B1
0.00759618,MEHT18-1_SAMN06164495_MAG_00000008.fa,B1
0.0214999,MEHT18-1_SAMN06164511_MAG_00000022.fa,D2
0.0123068,MEHT18-1_SAMN06164538_MAG_00000004.fa,B2-2
0.0110007,MEHT18-1_SAMN06164597_MAG_00000017.fa,A
0.00873204,MEHT18-1_SAMN06164611_MAG_00000010.fa,B1
0.0155619,MEHT18-1_SAMN06164648_MAG_00000019.fa,B2-2
0.0115313,MEHT18-1_SAMN06164649_MAG_00000001.fa,B2-2
0.0110882,MEHT18-1_SAMN06164650_MAG_00000009.fa,B2-2
0.00796745,MEHT18-1_SAMN06164686_MAG_00000024.fa,B1
0.0113086,MEHT18-1_SAMN06164687_MAG_00000011.fa,B2-2
0.00823165,MEHT18-1_SAMN06164699_MAG_00000016.fa,B1
0.00698112,MEHT18-1_SAMN06164700_MAG_00000010.fa,B1
0.00960897,MEHT18-1_SAMN06164736_MAG_00000006.fa,B2-1
0.0097316,MEHT18-1_SAMN06164737_MAG_00000014.fa,B2-1
0.00770681,MEHT18-1_SAMN06164794_MAG_00000004.fa,B2-2
0.00354859,MEHT18-1_SAMN06164795_MAG_00000010.fa,B2-2
0.0083078,MEHT18-1_SAMN06164800_MAG_00000019.fa,B1
0.00800497,MEHT18-1_SAMN06164801_MAG_00000002.fa,B1
0.0083078,MEHT18-1_SAMN06164802_MAG_00000001.fa,B1
0.0083078,MEHT18-1_SAMN06164803_MAG_00000006.fa,B1
0.0090861,MEHT18-1_SAMN06164833_MAG_00000021.fa,B1
0.00960897,MEHT18-1_SAMN06164834_MAG_00000012.fa,B1
0.00448671,MEHT18-1_SAMN06164937_MAG_00000025.fa,D1
0.00445566,MEHT18-1_SAMN06164938_MAG_00000016.fa,D1
0.00417861,MEHT18-1_SAMN06164939_MAG_00000012.fa,D1
0.0139988,MEHT18-1_SAMN06164969_MAG_00000022.fa,F
0.0360949,MEHT18-1_SAMN06164997_MAG_00000011.fa,B2-2
0.00378594,MEHT18-1_SAMN06165027_MAG_00000016.fa,B2-2
0.0114419,MEHT18-1_SAMN06165047_MAG_00000012.fa,A
0.011621,MEHT18-1_SAMN06165053_MAG_00000014.fa,A
0.0122604,MEHT18-1_SAMN06165054_MAG_00000010.fa,A
0.0158882,MEHT18-1_SAMN06165107_MAG_00000015.fa,D3
0.0208822,MEHT18-1_SAMN06165108_MAG_00000043.fa,D3
0.010314,MEHT18-1_SAMN06165198_MAG_00000003.fa,B2-2
0.0101459,MEHT18-1_SAMN06165199_MAG_00000009.fa,B2-2
0.00744966,MEHT18-1_SAMN06165207_MAG_00000017.fa,B1
0.00698112,MEHT18-1_SAMN06165208_MAG_00000010.fa,B1
0.00916565,MEHT18-1_SAMN06165235_MAG_00000016.fa,B1
0.00892796,MEHT18-1_SAMN06165236_MAG_00000008.fa,B1
0.026143,MEHT18-1_SAMN06165242_MAG_00000007.fa,A
0.0146626,MEHT18-1_SAMN06165243_MAG_00000007.fa,D1
0.00340187,MEHT18-1_SAMN06165253_MAG_00000015.fa,B2-2
0.0116661,NIEL14-1_SAMEA1966253_MAG_00000009.fa,A
0.0149234,NIEL14-1_SAMEA1967055_MAG_00000038.fa,F
0.00896738,NIEL14-1_SAMEA2041926_MAG_00000015.fa,B1
0.0110444,NIEL14-1_SAMEA2041930_MAG_00000008.fa,G
0.0309745,NIEL14-1_SAMEA2042107_MAG_00000021.fa,B1
0.0102298,NIEL14-1_SAMEA2042108_MAG_00000004.fa,B2-2
0.00892796,NIEL14-1_SAMEA2042112_MAG_00000024.fa,A
0.00417861,NIEL14-1_SAMEA2042224_MAG_00000028.fa,B1
0.0101878,NIEL14-1_SAMEA2042365_MAG_00000012.fa,B2-1
0.00977265,NIEL14-1_SAMEA2042395_MAG_00000049.fa,B1
0.00952763,NIEL14-1_SAMEA2042428_MAG_00000012.fa,B2-2
0.0118017,NIEL14-1_SAMEA2042430_MAG_00000023.fa,A
0.00547692,NIEL14-1_SAMEA2042433_MAG_00000023.fa,A
0.0081558,NIEL14-1_SAMEA2042502_MAG_00000001.fa,A
0.00655869,NIEL14-1_SAMEA2042623_MAG_00000050.fa,B2-1
0.00956826,NIEL14-1_SAMEA2042644_MAG_00000004.fa,B2-2
0.0034604,NIEL14-1_SAMEA2042919_MAG_00000013.fa,B2-2
0.00411762,NIEL14-1_SAMEA2042920_MAG_00000015.fa,B2-2
0.00800497,OLMM17-1_SAMN05301487_MAG_00000004.fa,B2-2
0.00723198,OLMM17-1_SAMN05301488_MAG_00000002.fa,B2-2
0.00892796,OLMM17-1_SAMN05301489_MAG_00000007.fa,B2-2
0.00726808,OLMM17-1_SAMN05301490_MAG_00000007.fa,B2-2
0.00337267,OLMM17-1_SAMN05301494_MAG_00000005.fa,B2-2
0.00888862,OLMM17-1_SAMN05301496_MAG_00000003.fa,B2-2
0.00528099,OLMM17-1_SAMN05301499_MAG_00000001.fa,B2-2
0.00557568,OLMM17-1_SAMN05301500_MAG_00000001.fa,B2-2
0.0204123,OLMM17-1_SAMN05301501_MAG_00000006.fa,B2-2
0.0173006,OLMM17-1_SAMN05301502_MAG_00000005.fa,B2-2
0.0081558,OLMM17-1_SAMN05301503_MAG_00000001.fa,B2-2
0.00521614,OLMM17-1_SAMN05301505_MAG_00000006.fa,B2-2
0.00521614,OLMM17-1_SAMN05301506_MAG_00000013.fa,B2-2
0.00534606,OLMM17-1_SAMN05301507_MAG_00000008.fa,B2-2
0.00666341,OLMM17-1_SAMN05301508_MAG_00000002.fa,B2-2
0.00712406,PASO19-1_SAMN09781686_MAG_00000007.fa,A
0.00734051,PASO19-1_SAMN09781689_MAG_00000005.fa,A
0.00600989,PASO19-1_SAMN09781697_MAG_00000009.fa,A
0.0108702,PASO19-1_SAMN09781698_MAG_00000002.fa,A
0.00567497,PASO19-1_SAMN09781701_MAG_00000012.fa,B1
0.0134036,PASO19-1_SAMN09781702_MAG_00000021.fa,A
0.00669844,PASO19-1_SAMN09781703_MAG_00000006.fa,A
0.00414809,PASO19-1_SAMN09781705_MAG_00000008.fa,B1
0.00936594,PASO19-1_SAMN09781707_MAG_00000021.fa,A
0.00518381,PASO19-1_SAMN09781708_MAG_00000015.fa,A
0.00781808,PASO19-1_SAMN09781709_MAG_00000014.fa,B1
0.0137986,PASO19-1_SAMN09781710_MAG_00000006.fa,D1
0.00638544,PASO19-1_SAMN09781712_MAG_00000019.fa,A
0.00826969,PASO19-1_SAMN09781713_MAG_00000008.fa,B1
0.00936594,PASO19-1_SAMN09781714_MAG_00000010.fa,B1
0.00826969,PASO19-1_SAMN09781719_MAG_00000020.fa,B1
0.0141502,PASO19-1_SAMN09781720_MAG_00000020.fa,A
0.00337267,PASO19-1_SAMN09781722_MAG_00000010.fa,B1
0.00518381,PASO19-1_SAMN09781723_MAG_00000021.fa,A
0.00741321,PASO19-1_SAMN09781724_MAG_00000006.fa,B1
0.00826969,PASO19-1_SAMN09781727_MAG_00000022.fa,A
0.0083078,PASO19-1_SAMN09781728_MAG_00000031.fa,B1
0.00445566,PASO19-1_SAMN09781732_MAG_00000020.fa,B1
0.00402654,PASO19-1_SAMN09781733_MAG_00000020.fa,B1
0.00708822,PASO19-1_SAMN09781734_MAG_00000004.fa,B1
0.00796745,PASO19-1_SAMN09781738_MAG_00000022.fa,B1
0.0194991,PASO19-1_SAMN09781739_MAG_00000019.fa,B2-2
0.00763299,PASO19-1_SAMN09781740_MAG_00000030.fa,A
0.00676872,PASO19-1_SAMN09781742_MAG_00000024.fa,A
0.00964976,PASO19-1_SAMN09781743_MAG_00000029.fa,A
0.00489536,PASO19-1_SAMN09781744_MAG_00000025.fa,B1
0.00904645,PASO19-1_SAMN09781745_MAG_00000020.fa,B1
0.00900687,PASO19-1_SAMN09781749_MAG_00000003.fa,B1
0.00900687,PASO19-1_SAMN09781750_MAG_00000028.fa,B1
0.00375609,PASO19-1_SAMN09781751_MAG_00000013.fa,B1
0.00705245,PASO19-1_SAMN09781752_MAG_00000007.fa,B1
0.0140996,PASO19-1_SAMN09781753_MAG_00000005.fa,B1
0.00480022,PASO19-1_SAMN09781754_MAG_00000029.fa,A
0.00823165,PASO19-1_SAMN09781757_MAG_00000062.fa,B1
0.00763299,PASO19-1_SAMN09781758_MAG_00000007.fa,B1
0.00328537,PASO19-1_SAMN09781759_MAG_00000032.fa,B1
0.00645455,PASO19-1_SAMN09781760_MAG_00000011.fa,A
0.00730426,PASO19-1_SAMN09781761_MAG_00000021.fa,B1
0.00621379,PASO19-1_SAMN09781765_MAG_00000056.fa,A
0.00846101,PASO19-1_SAMN09781766_MAG_00000017.fa,B1
0.00881017,PASO19-1_SAMN09781767_MAG_00000008.fa,A
0.00884936,PASO19-1_SAMN09781769_MAG_00000010.fa,A
0.00956826,PASO19-1_SAMN09781770_MAG_00000008.fa,B1
0.00789262,PASO19-1_SAMN09781771_MAG_00000060.fa,A
0.0148187,PASO19-1_SAMN09781772_MAG_00000014.fa,D1
0.00752278,PASO19-1_SAMN09781775_MAG_00000032.fa,A
0.00712406,PASO19-1_SAMN09781776_MAG_00000005.fa,A
0.0140492,PASO19-1_SAMN09781778_MAG_00000021.fa,F
0.00730426,PASO19-1_SAMN09781779_MAG_00000002.fa,B1
0.00511931,PASO19-1_SAMN09781780_MAG_00000034.fa,A
0.00683925,PASO19-1_SAMN09781781_MAG_00000049.fa,A
0.0165552,PASO19-1_SAMN09781782_MAG_00000041.fa,D1
0.00778092,PASO19-1_SAMN09781785_MAG_00000069.fa,A
0.00981378,PASO19-1_SAMN09781786_MAG_00000008.fa,D1
0.00896738,PASO19-1_SAMN09781787_MAG_00000029.fa,B1
0.0117564,PASO19-1_SAMN09781788_MAG_00000012.fa,A
0.0064892,PASO19-1_SAMN09781790_MAG_00000067.fa,A
0.0129677,PASO19-1_SAMN09781791_MAG_00000042.fa,F
0.00785531,PEHR16-1_SAMN04261146_MAG_00000003.fa,B1
0.00774383,PEHR16-1_SAMN04261161_MAG_00000002.fa,B1
0.0105261,PEHR16-1_SAMN04261186_MAG_00000007.fa,B1
0.0212234,PEHR16-1_SAMN04261218_MAG_00000003.fa,B1
0.00257463,PEHR16-1_SAMN04261229_MAG_00000006.fa,B2-1
0.00387578,PEHR16-1_SAMN04261239_MAG_00000027.fa,B2-1
0.00396608,PEHR16-1_SAMN04261241_MAG_00000005.fa,B1
0.0144562,PEHR16-1_SAMN04261242_MAG_00000014.fa,A
0.00308338,PEHR16-1_SAMN04261267_MAG_00000015.fa,B2-1
0.00299754,PEHR16-1_SAMN04261270_MAG_00000003.fa,B2-1
0.00271444,PEHR16-1_SAMN04261271_MAG_00000017.fa,B2-1
0.00461146,PEHR16-1_SAMN04261273_MAG_00000011.fa,B1
0.0121217,PEHR16-1_SAMN04261274_MAG_00000015.fa,A
0.0177716,PEHR16-1_SAMN04261275_MAG_00000010.fa,A
0.00240836,PEHR16-1_SAMN04261290_MAG_00000004.fa,B2-1
0.0144049,PEHR16-1_SAMN04261317_MAG_00000011.fa,A
0.0203459,PEHR16-1_SAMN04261323_MAG_00000015.fa,A
0.0321972,PEHR16-1_SAMN04261332_MAG_00000010.fa,A
0.0107405,PEHR16-1_SAMN04261335_MAG_00000011.fa,A
0.00617965,PEHR16-1_SAMN04261338_MAG_00000014.fa,A
0.0090861,PEHR16-1_SAMN04261339_MAG_00000018.fa,A
0.013112,PEHR16-1_SAMN04261349_MAG_00000009.fa,A
0.030875,PEHR16-1_SAMN04261358_MAG_00000014.fa,D1
0.0171265,PEHR16-1_SAMN04261369_MAG_00000013.fa,A
0.0090861,PEHR16-1_SAMN04261381_MAG_00000009.fa,A
0.0316813,PEHR16-1_SAMN04262501_MAG_00000001.fa,F
0.00781808,PEHR16-1_SAMN04262593_MAG_00000003.fa,A
0.00712406,QINN14-1_SAMEA2581876_MAG_00000010.fa,B2-1
0.00888862,QINN14-1_SAMEA2581882_MAG_00000048.fa,A
0.00952763,QINN14-1_SAMEA2581888_MAG_00000019.fa,A
0.00673355,QINN14-1_SAMEA2581898_MAG_00000003.fa,A
0.00617965,QINN14-1_SAMEA2581911_MAG_00000051.fa,A
0.00936594,QINN14-1_SAMEA2581921_MAG_00000030.fa,B1
0.00969064,QINN14-1_SAMEA2581926_MAG_00000017.fa,A
0.00705245,QINN14-1_SAMEA2581932_MAG_00000033.fa,A
0.00299754,QINN14-1_SAMEA2581968_MAG_00000009.fa,B2-1
0.0137986,QINN14-1_SAMEA2581971_MAG_00000047.fa,A
0.00669844,QINN14-1_SAMEA2581975_MAG_00000004.fa,A
0.00774383,QINN14-1_SAMEA2582003_MAG_00000035.fa,B1
0.00778092,QINN14-1_SAMEA2582013_MAG_00000020.fa,A
0.00928558,QINN14-1_SAMEA2582019_MAG_00000019.fa,A
0.0118927,QINN14-1_SAMEA2582025_MAG_00000020.fa,A
0.00763299,QINN14-1_SAMEA2582028_MAG_00000010.fa,A
0.00652391,QINN14-1_SAMEA2582029_MAG_00000007.fa,A
0.0109136,QINN14-1_SAMEA2582037_MAG_00000040.fa,A
0.0158335,QINN14-1_SAMEA2582038_MAG_00000005.fa,D3
0.00928558,QINN14-1_SAMEA2582041_MAG_00000033.fa,A
0.0118017,QINN14-1_SAMEA2582043_MAG_00000014.fa,A
0.00924552,QINN14-1_SAMEA2582047_MAG_00000002.fa,A
0.0191812,QINN14-1_SAMEA2582054_MAG_00000014.fa,A
0.00912584,QINN14-1_SAMEA2582057_MAG_00000024.fa,B1
0.015943,QINN14-1_SAMEA2582061_MAG_00000037.fa,D3
0.0109571,QINN14-1_SAMEA2582085_MAG_00000014.fa,B2-2
0.00873204,QINN14-1_SAMEA2582086_MAG_00000017.fa,A
0.0081558,QINN14-1_SAMEA2582087_MAG_00000023.fa,A
0.0105688,QINN14-1_SAMEA2582097_MAG_00000047.fa,A
0.0117112,QINN14-1_SAMEA2582100_MAG_00000002.fa,A
0.00877107,QINN14-1_SAMEA2582105_MAG_00000006.fa,A
0.00691005,QINN14-1_SAMEA2582111_MAG_00000047.fa,A
0.00705245,QINN14-1_SAMEA2582112_MAG_00000003.fa,F
0.00819369,QINN14-1_SAMEA2582116_MAG_00000012.fa,A
0.00340187,QINN14-1_SAMEA2582118_MAG_00000011.fa,B1
0.00823165,QINN14-1_SAMEA2582119_MAG_00000032.fa,A
0.00948708,QINN14-1_SAMEA2582120_MAG_00000027.fa,A
0.00944662,QINN14-1_SAMEA2582125_MAG_00000040.fa,A
0.0130638,QINN14-1_SAMEA2582127_MAG_00000006.fa,F
0.0108702,QINN14-1_SAMEA2582128_MAG_00000003.fa,B2-2
0.00789262,QINN14-1_SAMEA2582129_MAG_00000024.fa,A
0.00467416,QINN14-1_SAMEA2582131_MAG_00000052.fa,D1
0.0161637,QINN14-1_SAMEA2582136_MAG_00000028.fa,D3
0.00920555,QINN14-1_SAMEA2582137_MAG_00000019.fa,A
0.00804257,QINN14-1_SAMEA2582143_MAG_00000019.fa,A
0.00759618,QINN14-1_SAMEA2582159_MAG_00000006.fa,A
0.0110882,QINN14-1_SAMEA2582163_MAG_00000014.fa,A
0.00977265,QINN14-1_SAMEA2582171_MAG_00000020.fa,F
0.00964976,QINN14-1_SAMEA2582172_MAG_00000021.fa,A
0.013112,SADK15-1_SAMN03295810_MAG_00000006.fa,B2-2
0.00399629,SADK15-1_SAMN03295840_MAG_00000001.fa,D1
0.0132087,SADK15-1_SAMN03295848_MAG_00000009.fa,A
0.0124935,SADK15-1_SAMN03295849_MAG_00000002.fa,A
0.0112201,SADK15-1_SAMN03295850_MAG_00000002.fa,A
0.00694555,SADK15-1_SAMN03295855_MAG_00000014.fa,A
0.00531349,SADK15-1_SAMN03295856_MAG_00000007.fa,A
0.00645455,SADK15-1_SAMN03295857_MAG_00000003.fa,A
0.0110444,SADK15-1_SAMN07977759_MAG_00000003.fa,A
0.0119383,SADK15-1_SAMN07977760_MAG_00000004.fa,A
0.0174175,SADK15-1_SAMN07977761_MAG_00000007.fa,A
0.0148187,SADK16-1_SAMN04161025-S012_MAG_00000011.fa,B1
0.0106116,SADK16-1_SAMN04161025-S013_MAG_00000008.fa,B1
0.0106116,SADK16-1_SAMN04161025-S014_MAG_00000005.fa,B1
0.00877107,SADK16-1_SAMN04161025-S015_MAG_00000009.fa,B1
0.0090861,SADK16-1_SAMN04161025-S016_MAG_00000005.fa,B1
0.0111321,SADK16-1_SAMN04161025-S017_MAG_00000006.fa,B1
0.00904645,SADK16-1_SAMN04161025-S019_MAG_00000006.fa,B1
0.0198862,SADK16-1_SAMN04161027-S002_MAG_00000007.fa,B2-1
0.0034604,SADK16-1_SAMN04161027-S003_MAG_00000003.fa,B2-1
0.00461146,SADK16-1_SAMN04161027-S004_MAG_00000001.fa,B2-1
0.00251903,SADK16-1_SAMN04161027-S006_MAG_00000002.fa,B2-1
0.012872,SADK16-1_SAMN04161030-S001_MAG_00000009.fa,B2-2
0.0118017,SADK16-1_SAMN04161030-S008_MAG_00000003.fa,B2-2
0.00956826,SADK16-1_SAMN04161030-S011_MAG_00000003.fa,B2-2
0.00402654,SADK16-1_SAMN04161033-S001_MAG_00000028.fa,B2-1
0.00331442,SADK16-1_SAMN04161033-S002_MAG_00000004.fa,B2-1
0.014871,SADK16-1_SAMN04161035-S012_MAG_00000009.fa,B2-2
0.011984,SADK16-1_SAMN04161035-S013_MAG_00000003.fa,B2-2
0.0133547,SADK16-1_SAMN04161035-S016_MAG_00000012.fa,B2-2
0.0143537,SHAO19-1_SAMEA5616559_MAG_00000001.fa,F
0.0147665,SHAO19-1_SAMEA5616560_MAG_00000010.fa,F
0.0144049,SHAO19-1_SAMEA5616562_MAG_00000008.fa,F
0.0142009,SHAO19-1_SAMEA5616563_MAG_00000017.fa,F
0.0034604,SHAO19-1_SAMEA5616565_MAG_00000004.fa,D1
0.00348975,SHAO19-1_SAMEA5616566_MAG_00000009.fa,D1
0.00402654,SHAO19-1_SAMEA5616567_MAG_00000002.fa,D1
0.00454897,SHAO19-1_SAMEA5616568_MAG_00000014.fa,D1
0.0130638,SHAO19-1_SAMEA5616575_MAG_00000001.fa,D2
0.0107836,SHAO19-1_SAMEA5616577_MAG_00000008.fa,D2
0.0109571,SHAO19-1_SAMEA5616578_MAG_00000013.fa,D2
0.0120298,SHAO19-1_SAMEA5616581_MAG_00000003.fa,B2-2
0.00489536,SHAO19-1_SAMEA5616590_MAG_00000005.fa,D1
0.00473708,SHAO19-1_SAMEA5616591_MAG_00000010.fa,D1
0.00390583,SHAO19-1_SAMEA5616592_MAG_00000004.fa,D1
0.00360762,SHAO19-1_SAMEA5616593_MAG_00000008.fa,D1
0.010314,SHAO19-1_SAMEA5616596_MAG_00000006.fa,B2-2
0.0225651,SHAO19-1_SAMEA5616597_MAG_00000008.fa,B2-2
0.0101459,SHAO19-1_SAMEA5616598_MAG_00000002.fa,B2-2
0.0145592,SHAO19-1_SAMEA5616600_MAG_00000004.fa,D3
0.0145592,SHAO19-1_SAMEA5616601_MAG_00000007.fa,D3
0.0145076,SHAO19-1_SAMEA5616603_MAG_00000003.fa,D3
0.0145076,SHAO19-1_SAMEA5616604_MAG_00000012.fa,D3
0.0097316,SHAO19-1_SAMEA5616609_MAG_00000010.fa,B2-2
0.00960897,SHAO19-1_SAMEA5616610_MAG_00000006.fa,B2-2
0.0175939,SHAO19-1_SAMEA5616613_MAG_00000003.fa,D3
0.0112643,SHAO19-1_SAMEA5616614_MAG_00000018.fa,B2-2
0.00590877,SHAO19-1_SAMEA5616622_MAG_00000008.fa,B2-1
0.0106116,SHAO19-1_SAMEA5616623_MAG_00000012.fa,A
0.0148187,SHAO19-1_SAMEA5616627_MAG_00000008.fa,E2
0.00687462,SHAO19-1_SAMEA5616628_MAG_00000017.fa,D3
0.0133059,SHAO19-1_SAMEA5616630_MAG_00000008.fa,B2-2
0.0132573,SHAO19-1_SAMEA5616637_MAG_00000037.fa,A
0.0131603,SHAO19-1_SAMEA5616638_MAG_00000002.fa,D1
0.0132087,SHAO19-1_SAMEA5616639_MAG_00000010.fa,D1
0.00427048,SHAO19-1_SAMEA5616643_MAG_00000007.fa,B2-1
0.00458019,SHAO19-1_SAMEA5616644_MAG_00000003.fa,B2-1
0.0120298,SHAO19-1_SAMEA5616645_MAG_00000004.fa,A
0.0128243,SHAO19-1_SAMEA5616648_MAG_00000003.fa,B2-2
0.00981378,SHAO19-1_SAMEA5616650_MAG_00000002.fa,A
0.0097316,SHAO19-1_SAMEA5616651_MAG_00000012.fa,A
0.00567497,SHAO19-1_SAMEA5616657_MAG_00000007.fa,C
0.0101459,SHAO19-1_SAMEA5616659_MAG_00000010.fa,B2-2
0.011984,SHAO19-1_SAMEA5616660_MAG_00000005.fa,B2-2
0.0142518,SHAO19-1_SAMEA5616661_MAG_00000011.fa,B2-2
0.00354859,SHAO19-1_SAMEA5616670_MAG_00000001.fa,D1
0.00337267,SHAO19-1_SAMEA5616671_MAG_00000004.fa,D1
0.00969064,SHAO19-1_SAMEA5616674_MAG_00000023.fa,B1
0.0110007,SHAO19-1_SAMEA5616675_MAG_00000002.fa,B2-1
0.0103562,SHAO19-1_SAMEA5616676_MAG_00000006.fa,B2-1
0.0134036,SHAO19-1_SAMEA5616677_MAG_00000012.fa,B2-2
0.00194597,SHAO19-1_SAMEA5616679_MAG_00000008.fa,B2-1
0.00617965,SHAO19-1_SAMEA5616680_MAG_00000004.fa,A
0.00763299,SHAO19-1_SAMEA5616686_MAG_00000006.fa,B1
0.00781808,SHAO19-1_SAMEA5616687_MAG_00000001.fa,B1
0.00811798,SHAO19-1_SAMEA5616688_MAG_00000012.fa,B1
0.00288374,SHAO19-1_SAMEA5616689_MAG_00000010.fa,B2-2
0.00291212,SHAO19-1_SAMEA5616690_MAG_00000004.fa,B2-2
0.00823165,SHAO19-1_SAMEA5616693_MAG_00000003.fa,B1
0.00152214,SHAO19-1_SAMEA5616697_MAG_00000010.fa,D2
0.0127767,SHAO19-1_SAMEA5616699_MAG_00000002.fa,B2-2
0.0125405,SHAO19-1_SAMEA5616700_MAG_00000001.fa,B2-2
0.00617965,SHAO19-1_SAMEA5616702_MAG_00000002.fa,A
0.00638544,SHAO19-1_SAMEA5616704_MAG_00000007.fa,B2-1
0.0064892,SHAO19-1_SAMEA5616705_MAG_00000011.fa,B2-1
0.0150813,SHAO19-1_SAMEA5616707_MAG_00000010.fa,E2
0.0152936,SHAO19-1_SAMEA5616708_MAG_00000009.fa,E2
0.0107405,SHAO19-1_SAMEA5616709_MAG_00000003.fa,B2-2
0.0106974,SHAO19-1_SAMEA5616710_MAG_00000002.fa,B2-2
0.0110882,SHAO19-1_SAMEA5616711_MAG_00000003.fa,B2-2
0.00489536,SHAO19-1_SAMEA5616713_MAG_00000007.fa,A
0.00492718,SHAO19-1_SAMEA5616714_MAG_00000009.fa,A
0.00492718,SHAO19-1_SAMEA5616715_MAG_00000002.fa,A
0.00737682,SHAO19-1_SAMEA5616718_MAG_00000020.fa,B1
0.0203459,SHAO19-1_SAMEA5616719_MAG_00000029.fa,F
0.0151342,SHAO19-1_SAMEA5616720_MAG_00000010.fa,F
0.013112,SHAO19-1_SAMEA5616722_MAG_00000003.fa,B2-2
